loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,dti,delinq_2yrs,revol_util,total_acc,purpose,age,default
25953, 36 months,10.02,E,4 years,RENT,85581,14.8,1,26.72,42,credit_card,41,1
21160, 60 months,22.24,A,< 1 year,OWN,83010,17.57,0,7.81,32,debt_consolidation,41,0
9178, 36 months,12.68,E,1 year,OWN,60471,15.49,1,89.94,15,debt_consolidation,41,1
8750, 36 months,8.99,A,< 1 year,OWN,57485,21.29,0,51.33,6,debt_consolidation,69,1
25469, 36 months,14.36,A,2 years,RENT,43340,7.29,0,96.98,24,major_purchase,44,0
22678, 36 months,10.1,A,8 years,RENT,65188,27.29,0,87.8,28,home_improvement,69,1
21779, 36 months,9.72,A,10+ years,RENT,59483,3.08,0,49.4,10,debt_consolidation,38,1
2728, 36 months,16.47,B,5 years,RENT,70731,16.85,0,38.82,18,debt_consolidation,39,1
21328, 60 months,20.35,D,< 1 year,OWN,22680,7.58,0,25.5,20,small_business,39,1
34367, 36 months,21.7,E,< 1 year,RENT,65679,15.39,0,99.3,24,debt_consolidation,39,1
1588, 36 months,12.95,C,8 years,MORTGAGE,102880,23.89,0,60.51,5,home_improvement,38,0
16946, 36 months,6.34,C,3 years,OWN,93321,0.0,0,84.07,16,debt_consolidation,56,1
17808, 36 months,14.68,B,9 years,RENT,65690,13.47,1,98.47,38,debt_consolidation,72,1
31489, 36 months,13.68,E,5 years,RENT,141873,2.04,0,22.39,15,credit_card,36,0
10616, 36 months,8.94,A,9 years,RENT,47679,12.49,0,92.48,36,debt_consolidation,37,1
17169, 60 months,22.92,B,1 year,RENT,62400,2.02,0,79.45,37,credit_card,37,0
25384, 36 months,24.48,A,9 years,MORTGAGE,21485,16.46,0,45.46,39,other,34,1
3051, 36 months,6.03,A,6 years,OWN,52891,11.16,0,94.88,26,debt_consolidation,22,0
28237, 36 months,20.91,C,4 years,MORTGAGE,118634,21.72,1,58.99,18,debt_consolidation,21,1
28955, 36 months,17.91,A,5 years,OWN,54036,26.06,0,39.37,13,credit_card,26,1
25467, 60 months,10.23,A,3 years,MORTGAGE,19165,15.1,0,15.99,25,credit_card,29,1
23038, 60 months,17.7,E,6 years,MORTGAGE,91160,23.04,0,72.79,35,debt_consolidation,56,0
26418, 60 months,7.57,A,8 years,RENT,76676,27.44,0,77.4,37,debt_consolidation,27,1
27579, 36 months,6.39,C,8 years,RENT,89919,6.7,0,20.69,6,debt_consolidation,38,1
31715, 36 months,24.87,B,10+ years,RENT,56088,27.91,0,37.18,42,debt_consolidation,46,1
15557, 36 months,17.73,E,4 years,RENT,34786,14.67,1,5.5,15,credit_card,25,1
16505, 36 months,10.06,D,8 years,OWN,59491,6.19,0,55.73,13,major_purchase,46,1
22689, 36 months,14.0,A,9 years,RENT,81645,17.69,0,60.01,17,home_improvement,71,0
7565, 36 months,24.0,E,< 1 year,MORTGAGE,62830,14.35,0,84.83,18,credit_card,21,1
30111, 36 months,13.77,B,5 years,RENT,76639,2.34,1,2.62,10,credit_card,36,0
27197, 60 months,23.01,B,7 years,MORTGAGE,48895,5.09,2,11.96,16,debt_consolidation,25,1
22456, 36 months,22.38,D,5 years,RENT,77753,29.74,1,3.16,38,debt_consolidation,32,1
11256, 60 months,11.88,D,1 year,RENT,64910,17.51,0,94.44,4,debt_consolidation,66,1
12820, 36 months,18.92,B,7 years,MORTGAGE,43824,28.34,0,51.29,31,debt_consolidation,49,1
15789, 36 months,18.21,B,4 years,RENT,69199,11.25,0,24.6,39,major_purchase,39,1
23526, 36 months,20.42,A,6 years,MORTGAGE,53399,7.79,0,1.91,31,credit_card,65,1
27453, 36 months,12.32,C,< 1 year,MORTGAGE,83515,0.0,1,9.65,22,debt_consolidation,70,0
23843, 36 months,6.04,F,< 1 year,RENT,91195,23.71,1,72.02,27,debt_consolidation,68,1
32617, 36 months,8.42,B,6 years,RENT,80046,18.7,0,48.03,25,debt_consolidation,48,1
33659, 36 months,17.33,G,10+ years,RENT,15950,11.33,0,73.44,18,debt_consolidation,37,1
24966, 60 months,20.5,A,7 years,RENT,36057,7.87,1,26.52,38,credit_card,48,1
13611, 36 months,20.12,E,10+ years,MORTGAGE,45903,25.14,0,43.95,30,major_purchase,61,0
21368, 36 months,16.67,F,9 years,MORTGAGE,41111,13.4,0,62.39,5,debt_consolidation,44,0
15452, 36 months,6.7,D,3 years,RENT,48715,13.5,0,21.23,33,credit_card,49,0
22389, 36 months,5.35,A,1 year,OWN,92757,9.59,0,28.75,13,credit_card,62,0
28612, 36 months,20.64,B,6 years,MORTGAGE,85960,11.33,1,14.16,25,debt_consolidation,53,0
13557, 36 months,15.99,A,6 years,RENT,52284,19.95,0,71.18,10,debt_consolidation,61,1
18195, 36 months,20.65,C,8 years,RENT,82754,2.25,1,58.23,22,debt_consolidation,44,0
2551, 36 months,8.26,G,5 years,MORTGAGE,74865,15.73,0,44.47,9,credit_card,64,1
26043, 36 months,13.15,B,10+ years,MORTGAGE,64014,23.6,0,56.73,12,home_improvement,30,0
17654, 36 months,23.38,A,9 years,RENT,99447,14.24,0,16.98,39,credit_card,58,1
16630, 60 months,8.43,B,6 years,OWN,45161,24.49,0,81.29,6,credit_card,65,1
19102, 36 months,6.23,C,6 years,RENT,66583,27.07,1,75.55,15,debt_consolidation,43,1
8326, 36 months,18.07,C,< 1 year,OWN,33474,23.13,0,18.2,4,debt_consolidation,50,0
21330, 36 months,16.89,A,8 years,OWN,34912,10.16,1,88.57,10,debt_consolidation,54,1
26336, 36 months,24.04,D,7 years,RENT,24177,14.68,0,39.4,32,home_improvement,42,0
12888, 36 months,23.13,A,9 years,MORTGAGE,35424,18.11,0,46.36,26,debt_consolidation,46,0
5459, 36 months,19.99,C,1 year,OWN,67493,10.77,0,53.13,17,home_improvement,57,0
14152, 36 months,5.38,B,1 year,MORTGAGE,55925,10.47,1,79.29,6,debt_consolidation,61,0
7751, 36 months,14.61,A,7 years,OWN,56904,9.93,1,16.4,32,debt_consolidation,43,0
13713, 36 months,22.92,D,5 years,OWN,56025,37.89,2,26.5,13,credit_card,68,0
22312, 60 months,13.67,D,6 years,RENT,118182,12.56,0,93.64,24,credit_card,66,0
4855, 36 months,24.24,B,4 years,RENT,30885,24.62,0,93.78,8,credit_card,60,1
26407, 36 months,18.05,E,7 years,MORTGAGE,27677,7.18,0,80.9,21,debt_consolidation,28,0
8636, 60 months,7.19,C,7 years,OWN,39637,30.32,0,16.84,39,debt_consolidation,41,1
31419, 60 months,15.19,B,2 years,RENT,62843,11.59,0,59.5,29,debt_consolidation,22,1
25903, 36 months,18.91,F,8 years,OTHER,80443,15.48,0,44.6,22,debt_consolidation,71,1
10267, 60 months,6.31,F,5 years,MORTGAGE,83558,0.0,0,8.07,10,debt_consolidation,51,0
20149, 36 months,11.89,A,6 years,RENT,93339,25.05,0,7.55,14,debt_consolidation,38,0
4764, 36 months,19.34,F,6 years,RENT,61753,27.0,1,85.68,44,credit_card,34,1
4391, 60 months,8.14,D,8 years,OWN,53110,4.31,0,9.05,42,debt_consolidation,57,1
33505, 36 months,11.97,A,3 years,RENT,114004,25.57,0,27.14,16,debt_consolidation,27,1
28282, 36 months,18.8,C,< 1 year,OTHER,8000,2.96,0,15.07,29,major_purchase,40,1
6250, 36 months,20.51,A,1 year,OWN,66883,20.69,0,57.51,35,debt_consolidation,22,1
10611, 36 months,15.37,C,10+ years,RENT,77900,12.41,0,76.0,20,debt_consolidation,61,1
7720, 36 months,24.14,F,2 years,RENT,121211,27.03,1,26.52,13,debt_consolidation,62,0
14435, 60 months,23.51,B,2 years,RENT,15183,17.24,2,78.2,17,debt_consolidation,61,1
10905, 36 months,14.47,C,9 years,OWN,52396,23.38,0,17.5,22,credit_card,72,1
12154, 36 months,8.21,A,2 years,RENT,24272,26.14,0,35.67,18,debt_consolidation,47,1
18999, 36 months,20.46,C,5 years,MORTGAGE,11052,12.38,0,24.29,23,debt_consolidation,54,0
7427, 36 months,9.86,E,4 years,MORTGAGE,58864,14.74,0,45.43,9,debt_consolidation,67,1
31016, 36 months,21.86,A,7 years,MORTGAGE,89993,5.0,0,98.1,15,debt_consolidation,62,0
25740, 60 months,16.74,C,6 years,RENT,101179,12.3,1,73.68,10,debt_consolidation,45,0
26858, 36 months,12.88,B,5 years,RENT,49044,32.34,0,20.58,17,debt_consolidation,66,0
6762, 36 months,16.13,D,5 years,MORTGAGE,84996,21.8,0,96.64,14,debt_consolidation,62,0
25077, 36 months,15.66,D,9 years,RENT,59068,5.6,0,68.13,21,home_improvement,64,1
29432, 36 months,23.49,D,6 years,RENT,81697,29.68,1,45.42,44,debt_consolidation,47,1
6956, 36 months,9.29,B,5 years,OTHER,99634,18.5,0,91.63,38,debt_consolidation,38,1
26543, 36 months,23.56,C,9 years,MORTGAGE,59173,22.47,0,76.28,28,debt_consolidation,63,1
13161, 36 months,5.63,D,1 year,MORTGAGE,97309,19.41,0,72.92,24,debt_consolidation,21,1
27777, 36 months,20.38,D,9 years,RENT,28609,18.78,0,20.09,16,debt_consolidation,68,1
17265, 60 months,23.39,C,2 years,OWN,84695,0.0,1,12.8,6,debt_consolidation,54,0
28275, 36 months,12.88,E,3 years,OWN,96010,24.96,0,86.56,29,debt_consolidation,65,1
6012, 36 months,6.46,A,< 1 year,OWN,92906,0.0,0,68.02,12,debt_consolidation,72,0
14228, 36 months,21.09,A,6 years,RENT,29449,24.14,0,81.72,4,debt_consolidation,60,1
10296, 36 months,21.86,G,9 years,MORTGAGE,58826,15.9,0,76.58,44,debt_consolidation,68,1
9444, 60 months,11.73,A,4 years,RENT,74065,22.52,0,90.31,11,debt_consolidation,55,0
11483, 36 months,15.37,F,7 years,OWN,78292,16.43,0,37.55,6,debt_consolidation,21,0
14002, 36 months,21.19,C,4 years,MORTGAGE,68476,24.39,0,35.02,27,major_purchase,41,1
5327, 36 months,8.84,F,8 years,MORTGAGE,107876,15.15,2,23.69,30,credit_card,69,0
25040, 60 months,17.58,C,10+ years,RENT,26131,17.53,0,10.54,14,credit_card,33,0
19708, 36 months,13.61,E,7 years,OWN,57792,18.64,0,48.29,11,debt_consolidation,21,1
29195, 36 months,8.49,D,3 years,OWN,14367,31.91,0,49.82,8,debt_consolidation,43,1
24970, 36 months,21.63,C,9 years,RENT,83637,20.4,0,11.45,21,credit_card,49,1
6067, 36 months,11.49,B,< 1 year,RENT,81639,3.15,0,60.35,20,debt_consolidation,47,0
3377, 60 months,23.69,A,10+ years,OWN,165458,9.92,1,36.34,17,home_improvement,67,1
15375, 36 months,16.38,B,9 years,MORTGAGE,95791,20.38,0,45.62,41,credit_card,30,1
17358, 36 months,15.29,F,7 years,MORTGAGE,74941,26.34,0,51.0,44,debt_consolidation,43,1
9168, 36 months,13.47,B,6 years,RENT,72647,8.5,0,31.05,39,debt_consolidation,53,1
27595, 60 months,13.01,D,2 years,RENT,55502,35.16,0,68.51,26,debt_consolidation,57,0
20773, 36 months,21.36,C,4 years,RENT,68915,16.58,0,50.99,43,debt_consolidation,66,0
26431, 36 months,18.55,B,1 year,OTHER,73287,18.79,0,44.14,13,home_improvement,33,0
4706, 60 months,20.47,G,3 years,MORTGAGE,8000,3.71,0,40.96,34,debt_consolidation,68,1
28712, 36 months,13.42,A,6 years,OTHER,70907,25.04,0,2.37,28,debt_consolidation,73,1
8007, 60 months,10.23,C,3 years,OWN,68030,10.99,1,77.12,28,debt_consolidation,74,1
16240, 36 months,6.74,C,8 years,RENT,117620,8.29,0,96.65,5,credit_card,23,0
15938, 36 months,20.53,A,9 years,OWN,61050,12.15,0,13.1,9,debt_consolidation,40,1
28898, 36 months,13.31,A,6 years,RENT,42034,27.44,2,28.94,41,debt_consolidation,55,0
10412, 36 months,15.18,D,3 years,RENT,73056,19.19,0,84.69,14,credit_card,36,0
9185, 36 months,14.39,A,3 years,RENT,67230,7.0,1,70.87,17,credit_card,22,0
12547, 36 months,13.62,E,6 years,RENT,61082,10.23,0,31.24,31,credit_card,35,0
13267, 60 months,18.68,C,7 years,RENT,26630,27.69,0,64.95,40,credit_card,23,0
7177, 36 months,17.17,A,1 year,MORTGAGE,60319,12.87,2,91.72,19,credit_card,60,1
6996, 36 months,24.44,B,4 years,MORTGAGE,47624,20.04,0,21.97,36,major_purchase,35,0
8865, 36 months,7.78,A,4 years,MORTGAGE,58506,22.25,0,67.96,28,credit_card,56,1
16894, 36 months,16.47,E,3 years,RENT,86965,0.0,0,81.2,10,debt_consolidation,21,0
12674, 36 months,6.26,C,2 years,MORTGAGE,44765,26.38,0,9.53,26,major_purchase,63,0
14330, 36 months,21.16,A,9 years,RENT,58363,7.33,0,93.45,43,major_purchase,32,0
25447, 36 months,17.33,C,4 years,RENT,81236,11.75,0,95.93,44,debt_consolidation,33,1
9191, 36 months,13.57,C,6 years,RENT,56918,28.85,0,73.31,44,home_improvement,29,1
31936, 36 months,21.04,D,< 1 year,RENT,143276,28.02,2,51.56,6,other,25,1
26560, 36 months,14.1,A,3 years,MORTGAGE,72466,19.44,0,60.4,36,debt_consolidation,70,0
6939, 60 months,9.56,A,2 years,MORTGAGE,27743,21.56,0,64.84,22,debt_consolidation,71,0
11670, 36 months,14.45,B,3 years,RENT,39821,23.8,0,15.41,21,debt_consolidation,23,0
7240, 36 months,6.42,D,9 years,OWN,36802,27.87,0,29.49,20,credit_card,35,1
10275, 36 months,22.96,D,6 years,RENT,40249,29.02,0,10.09,31,other,54,0
13426, 36 months,19.62,B,9 years,RENT,81109,15.97,0,37.05,24,debt_consolidation,51,0
5450, 36 months,20.21,A,4 years,OWN,31805,8.36,2,74.51,6,credit_card,57,1
1490, 60 months,22.49,D,8 years,MORTGAGE,55064,12.7,0,88.55,19,credit_card,69,0
15919, 60 months,20.83,A,1 year,MORTGAGE,99282,16.14,0,37.13,41,credit_card,65,1
24833, 36 months,13.64,C,8 years,RENT,49407,14.52,0,61.61,8,debt_consolidation,37,1
11300, 36 months,7.37,B,6 years,OWN,85145,5.89,0,59.48,12,debt_consolidation,40,1
30255, 36 months,12.47,A,< 1 year,RENT,14511,18.93,0,47.25,7,debt_consolidation,39,0
13555, 36 months,23.68,C,7 years,RENT,53882,0.89,0,69.42,33,debt_consolidation,30,0
31627, 36 months,23.98,A,5 years,RENT,38422,15.77,1,15.08,37,debt_consolidation,51,1
9023, 36 months,20.36,C,< 1 year,RENT,73993,16.35,0,7.48,36,debt_consolidation,27,0
19337, 36 months,9.09,A,9 years,RENT,33957,16.04,1,34.8,5,credit_card,27,1
26947, 36 months,8.89,B,5 years,RENT,127090,22.66,1,96.93,43,home_improvement,28,0
3007, 36 months,22.6,C,6 years,OWN,15818,21.47,0,95.31,40,debt_consolidation,61,0
32620, 36 months,7.84,A,6 years,RENT,99073,35.0,2,63.31,37,credit_card,49,1
13408, 36 months,16.68,C,< 1 year,RENT,91348,10.34,1,57.87,39,debt_consolidation,37,1
17929, 36 months,12.57,D,3 years,MORTGAGE,74296,17.51,0,63.32,37,debt_consolidation,53,1
22366, 36 months,11.04,F,7 years,MORTGAGE,66633,16.94,2,42.94,4,debt_consolidation,59,1
22861, 60 months,18.55,A,3 years,RENT,120649,16.51,1,28.84,32,debt_consolidation,63,1
1804, 36 months,24.19,A,9 years,RENT,139129,3.62,0,0.56,41,home_improvement,45,1
30483, 36 months,20.55,B,3 years,RENT,58782,4.35,0,1.92,27,debt_consolidation,64,1
22202, 36 months,14.72,E,5 years,OTHER,69733,15.06,0,97.22,41,debt_consolidation,38,1
34960, 36 months,13.81,B,4 years,RENT,48428,0.82,0,74.46,4,debt_consolidation,66,0
17031, 36 months,23.15,B,< 1 year,RENT,29921,11.99,0,69.02,28,home_improvement,31,1
21859, 36 months,16.56,D,8 years,MORTGAGE,78893,9.17,0,84.44,43,debt_consolidation,29,0
15996, 36 months,14.93,A,1 year,MORTGAGE,72489,12.32,0,60.69,26,small_business,62,1
31252, 36 months,18.66,C,5 years,RENT,16693,25.19,0,66.76,21,debt_consolidation,61,1
29301, 36 months,9.74,C,9 years,RENT,78680,5.29,0,79.01,15,debt_consolidation,68,1
31892, 36 months,6.27,C,10+ years,RENT,73494,22.83,0,12.52,36,debt_consolidation,24,0
18145, 36 months,22.1,D,2 years,RENT,46963,9.86,0,18.76,42,credit_card,69,1
27909, 36 months,17.15,B,4 years,RENT,45004,10.98,0,55.6,18,home_improvement,68,1
13199, 36 months,8.3,D,6 years,MORTGAGE,77713,19.19,1,9.69,23,debt_consolidation,51,1
16671, 36 months,10.96,C,7 years,MORTGAGE,113266,12.53,0,65.94,22,debt_consolidation,49,1
26847, 36 months,24.8,A,2 years,OWN,76952,6.97,0,83.22,29,debt_consolidation,29,0
3759, 36 months,17.69,E,6 years,OWN,88415,11.67,0,83.76,22,major_purchase,55,0
25156, 36 months,17.72,D,9 years,OWN,40034,0.0,0,32.33,33,credit_card,62,1
1537, 36 months,6.44,F,8 years,RENT,52572,18.43,1,20.27,44,debt_consolidation,54,0
20742, 36 months,24.38,D,9 years,MORTGAGE,83241,0.0,1,95.87,15,debt_consolidation,33,0
17224, 36 months,22.86,A,9 years,RENT,24250,22.99,2,91.24,11,debt_consolidation,51,1
16935, 36 months,15.96,B,9 years,RENT,71216,20.54,0,31.35,26,small_business,29,0
17806, 36 months,11.19,B,5 years,RENT,79803,29.41,0,89.42,24,debt_consolidation,49,1
17725, 36 months,18.96,A,10+ years,MORTGAGE,63844,34.64,0,88.1,20,debt_consolidation,68,1
14850, 36 months,21.67,B,5 years,OWN,74581,23.42,0,33.8,9,credit_card,70,0
16346, 36 months,20.72,B,7 years,OWN,66735,9.35,1,36.32,7,debt_consolidation,59,1
20317, 36 months,24.54,A,10+ years,OWN,46335,34.55,1,93.19,23,credit_card,39,1
26957, 36 months,17.74,E,< 1 year,MORTGAGE,29657,4.25,2,74.19,33,debt_consolidation,39,1
19773, 36 months,11.42,A,10+ years,RENT,62291,0.0,0,61.75,25,credit_card,63,0
22845, 36 months,14.96,C,9 years,RENT,104135,31.67,0,95.29,35,debt_consolidation,21,0
29444, 36 months,21.33,E,10+ years,MORTGAGE,95731,20.41,0,86.49,8,debt_consolidation,40,1
34643, 36 months,10.31,C,8 years,OWN,54640,0.0,0,7.48,42,major_purchase,50,0
4694, 36 months,9.63,A,1 year,RENT,54017,2.8,0,49.88,32,major_purchase,23,1
25239, 60 months,19.5,C,3 years,RENT,51809,19.96,0,89.57,30,debt_consolidation,64,0
8656, 36 months,13.89,D,< 1 year,MORTGAGE,51812,7.17,0,11.12,37,credit_card,41,1
7690, 36 months,21.33,E,6 years,RENT,73632,8.46,0,7.22,42,debt_consolidation,66,1
27962, 36 months,7.87,B,4 years,MORTGAGE,96724,32.7,0,85.91,37,debt_consolidation,29,1
3335, 36 months,11.71,A,5 years,MORTGAGE,132884,34.33,1,77.74,23,debt_consolidation,23,0
29826, 36 months,10.36,C,8 years,MORTGAGE,40105,16.32,0,16.72,33,debt_consolidation,44,0
27198, 60 months,18.96,A,9 years,RENT,84535,13.65,0,18.11,20,debt_consolidation,72,1
34824, 36 months,20.19,E,< 1 year,OWN,81270,23.12,0,83.26,8,credit_card,25,1
23710, 36 months,14.12,D,10+ years,RENT,55108,9.95,0,20.92,44,home_improvement,27,1
30679, 36 months,14.56,D,4 years,RENT,34220,0.0,0,14.4,29,debt_consolidation,63,1
5030, 36 months,7.64,G,8 years,RENT,73261,0.0,0,90.76,36,credit_card,27,0
31256, 36 months,19.04,C,6 years,RENT,128596,14.34,0,80.51,32,debt_consolidation,52,1
6451, 36 months,24.85,F,4 years,RENT,73071,22.94,0,40.38,17,debt_consolidation,23,0
11687, 36 months,20.56,D,2 years,OWN,41383,15.14,0,62.6,34,debt_consolidation,23,0
5358, 36 months,9.46,A,2 years,RENT,60282,22.29,1,43.04,16,debt_consolidation,41,0
14656, 36 months,17.46,E,8 years,RENT,30795,23.19,0,27.45,32,home_improvement,55,1
26465, 36 months,10.9,D,3 years,RENT,65555,27.47,1,98.68,37,debt_consolidation,53,0
10114, 60 months,5.6,G,2 years,OWN,85502,16.68,0,54.56,29,major_purchase,72,0
28954, 36 months,8.6,A,< 1 year,RENT,44222,17.48,1,63.76,22,debt_consolidation,23,1
21614, 60 months,7.05,B,9 years,MORTGAGE,8000,14.67,0,40.83,33,debt_consolidation,24,1
22383, 36 months,8.92,E,4 years,RENT,73306,12.67,1,50.07,5,debt_consolidation,62,0
32919, 60 months,20.91,A,3 years,OWN,49953,0.85,0,28.77,38,credit_card,40,0
15682, 36 months,10.86,D,4 years,MORTGAGE,42480,25.55,0,42.93,24,debt_consolidation,32,1
12717, 36 months,20.14,C,6 years,OWN,42221,11.55,0,62.78,26,debt_consolidation,69,0
34814, 36 months,23.98,A,5 years,OWN,77008,11.03,0,81.21,11,debt_consolidation,38,0
19938, 60 months,16.49,A,5 years,MORTGAGE,52763,10.13,0,80.23,9,credit_card,22,1
21896, 36 months,14.71,E,3 years,RENT,92913,2.94,1,1.14,18,debt_consolidation,21,1
11074, 36 months,20.0,A,3 years,RENT,93574,14.23,1,53.49,37,other,70,1
8324, 36 months,6.94,D,9 years,MORTGAGE,56881,19.65,0,37.33,3,debt_consolidation,29,0
6773, 36 months,13.56,D,4 years,MORTGAGE,49374,8.65,0,60.7,30,debt_consolidation,74,1
8601, 60 months,14.98,D,10+ years,OWN,68831,24.34,0,88.17,44,home_improvement,31,0
7636, 36 months,21.62,B,9 years,RENT,60638,11.68,0,77.5,31,debt_consolidation,42,1
26388, 36 months,21.28,A,7 years,RENT,12425,1.21,0,33.07,15,debt_consolidation,24,0
2970, 36 months,21.97,E,6 years,MORTGAGE,122423,27.36,1,73.92,15,credit_card,46,0
22399, 36 months,18.96,A,9 years,OWN,86430,16.79,0,10.14,17,debt_consolidation,72,1
33275, 36 months,15.61,B,< 1 year,RENT,51095,22.77,0,12.82,9,debt_consolidation,74,0
27028, 36 months,21.56,F,5 years,RENT,8000,22.98,0,22.56,28,debt_consolidation,41,1
14697, 36 months,22.47,B,7 years,MORTGAGE,59587,6.49,0,39.97,35,credit_card,24,0
3019, 36 months,14.61,B,1 year,OWN,47361,10.3,1,51.07,24,debt_consolidation,58,1
29360, 60 months,24.71,G,2 years,OTHER,63183,24.31,0,39.78,5,credit_card,38,0
1107, 36 months,22.5,A,< 1 year,RENT,8000,31.52,1,62.78,39,other,67,1
24165, 36 months,15.21,A,5 years,RENT,50833,15.57,1,12.42,19,credit_card,24,1
23812, 36 months,6.39,B,5 years,RENT,52660,9.36,0,52.15,24,debt_consolidation,26,1
7525, 60 months,9.49,E,5 years,OWN,59232,30.14,1,27.24,24,credit_card,61,1
26155, 36 months,20.53,E,< 1 year,RENT,57914,9.36,1,36.46,29,home_improvement,56,1
6965, 36 months,7.22,D,5 years,RENT,66568,17.96,0,50.89,3,debt_consolidation,56,0
8672, 36 months,14.4,G,9 years,RENT,110635,11.15,0,13.27,13,credit_card,50,0
28607, 60 months,17.1,A,< 1 year,RENT,49550,17.42,0,38.82,28,debt_consolidation,67,0
34290, 60 months,22.57,C,8 years,MORTGAGE,37665,6.49,0,76.07,19,debt_consolidation,57,1
10000, 36 months,21.94,A,2 years,RENT,13180,11.63,0,27.76,8,credit_card,31,1
32325, 60 months,20.29,F,< 1 year,OWN,49667,9.35,0,76.46,41,debt_consolidation,64,1
32051, 36 months,13.15,F,< 1 year,OWN,22962,20.96,0,23.09,13,debt_consolidation,50,1
27159, 36 months,7.84,B,< 1 year,RENT,93803,16.47,0,75.42,12,debt_consolidation,30,0
5761, 36 months,18.39,E,4 years,OWN,62117,22.92,0,19.44,44,debt_consolidation,59,0
11180, 36 months,8.63,D,5 years,MORTGAGE,93184,7.57,0,95.12,12,credit_card,57,1
24042, 36 months,16.23,A,6 years,OWN,108971,13.12,0,15.38,26,major_purchase,36,0
34973, 60 months,24.61,C,< 1 year,OWN,39048,20.63,1,99.98,24,credit_card,31,1
28692, 60 months,16.01,G,7 years,MORTGAGE,54579,22.73,0,22.9,43,other,69,0
15289, 36 months,17.91,B,8 years,MORTGAGE,104951,1.99,1,71.02,43,debt_consolidation,67,1
8998, 36 months,18.55,A,< 1 year,MORTGAGE,70677,17.86,0,30.51,23,debt_consolidation,31,1
33651, 36 months,21.61,G,7 years,RENT,80645,7.68,0,8.22,4,credit_card,58,1
10391, 36 months,13.7,B,1 year,OWN,95989,23.18,0,2.49,36,credit_card,27,0
12635, 60 months,14.95,B,4 years,OWN,91895,31.74,1,14.73,29,home_improvement,70,1
33793, 36 months,8.52,D,7 years,RENT,77311,0.0,0,40.81,4,credit_card,36,1
20096, 36 months,17.29,C,9 years,RENT,106891,9.1,0,58.02,8,debt_consolidation,30,1
9996, 36 months,10.92,B,5 years,MORTGAGE,62952,17.37,0,47.85,15,credit_card,64,0
1181, 60 months,15.15,A,4 years,RENT,80582,14.97,0,63.05,38,debt_consolidation,72,0
15618, 60 months,20.33,E,9 years,MORTGAGE,59697,23.46,0,9.58,14,debt_consolidation,59,1
34524, 36 months,5.35,C,2 years,OTHER,95617,15.71,0,67.64,40,credit_card,69,1
15705, 36 months,16.28,D,2 years,RENT,43977,10.23,0,78.52,5,credit_card,69,1
24783, 36 months,8.47,E,5 years,RENT,14514,5.82,0,23.07,24,debt_consolidation,36,1
9603, 36 months,10.59,A,1 year,OTHER,84648,4.3,1,79.19,42,credit_card,54,1
27370, 36 months,5.69,E,< 1 year,RENT,34396,8.32,2,25.0,30,small_business,58,1
27376, 60 months,8.39,D,3 years,MORTGAGE,31423,9.91,2,44.41,24,debt_consolidation,70,1
21682, 60 months,24.73,F,1 year,RENT,102948,18.45,0,80.58,19,debt_consolidation,50,0
27242, 60 months,24.97,A,7 years,RENT,93988,13.59,0,68.72,27,debt_consolidation,50,1
20679, 36 months,19.4,B,6 years,RENT,54725,9.14,0,50.37,13,debt_consolidation,65,1
13862, 36 months,17.24,D,5 years,RENT,8000,5.92,0,36.97,24,debt_consolidation,70,1
26087, 60 months,20.54,F,5 years,MORTGAGE,80997,8.68,0,56.37,5,debt_consolidation,24,0
29394, 36 months,22.93,G,1 year,RENT,84875,9.92,0,51.98,13,debt_consolidation,67,1
29596, 36 months,15.39,B,4 years,RENT,80504,8.27,0,97.14,33,debt_consolidation,42,0
8244, 60 months,5.71,C,< 1 year,OWN,79126,21.06,0,82.62,41,debt_consolidation,46,0
24004, 36 months,19.19,A,3 years,OTHER,59558,27.31,0,11.64,20,small_business,44,0
1146, 60 months,24.69,D,7 years,RENT,52686,4.42,0,41.24,31,debt_consolidation,21,1
20447, 36 months,10.16,E,10+ years,MORTGAGE,31815,25.07,2,58.73,22,debt_consolidation,51,1
20419, 60 months,14.27,E,3 years,RENT,44078,21.24,1,70.54,8,debt_consolidation,74,1
13358, 36 months,12.23,B,2 years,MORTGAGE,74645,16.62,1,17.74,43,small_business,59,1
34798, 36 months,12.81,G,7 years,MORTGAGE,75138,28.74,0,83.08,22,debt_consolidation,47,1
31020, 60 months,19.43,A,10+ years,MORTGAGE,88695,13.47,0,63.0,7,home_improvement,22,1
2313, 36 months,12.57,C,3 years,OWN,22807,18.62,1,6.74,3,debt_consolidation,61,1
8100, 36 months,23.82,C,9 years,MORTGAGE,15223,16.11,0,5.91,11,debt_consolidation,57,1
8071, 36 months,20.79,C,3 years,RENT,53609,15.44,0,68.62,31,debt_consolidation,45,1
31517, 36 months,5.55,D,7 years,MORTGAGE,34402,19.13,0,75.55,16,credit_card,40,0
18643, 60 months,21.37,C,2 years,MORTGAGE,70580,15.42,0,31.04,24,home_improvement,40,0
25781, 36 months,20.46,A,2 years,RENT,25704,19.2,0,16.2,9,debt_consolidation,32,0
28537, 36 months,15.33,A,10+ years,MORTGAGE,100407,8.97,0,21.98,40,other,40,0
